,time,x_pos,y_pos,x_vel,y_vel,label
31,31,-0.02167889159172773,0.10208821571897715,-0.20443901419639587,0.6070313453674316,Transformer
32,32,-0.021755739981308576,0.10904407657217234,-0.007684838958084583,0.695586085319519,Transformer
33,33,-0.020785410190001127,0.11244914538692682,0.09703297913074493,0.3405068814754486,Transformer
34,34,-0.017886590445414182,0.1160912001831457,0.28988197445869446,0.3642054796218872,Transformer
35,35,-0.01902838432230055,0.11828688717912882,-0.11417938768863678,0.21956869959831238,Transformer
36,36,-0.018835567729547618,0.123367046485655,0.01928165927529335,0.5080159306526184,Transformer
37,37,-0.018237728187814353,0.12669092334341256,0.05978395417332649,0.33238768577575684,Transformer
38,38,-0.019165418827906247,0.13120420850347725,-0.0927690640091896,0.4513285160064697,Transformer
39,39,-0.02147881158627569,0.13503609217237678,-0.23133927583694458,0.3831883668899536,Transformer
40,40,-0.023704122239723797,0.13691563866566864,-0.22253106534481049,0.18795464932918549,Transformer
41,41,-0.02340485502965748,0.13770591981243338,0.02992672100663185,0.07902811467647552,Transformer
42,42,-0.023018257329240437,0.13700889072846617,0.03865977004170418,-0.06970290839672089,Transformer
43,43,-0.025378773370757696,0.13568707771133628,-0.23605160415172577,-0.1321813017129898,Transformer
44,44,-0.026462358990684148,0.1335472504002973,-0.10835856199264526,-0.2139827311038971,Transformer
45,45,-0.027995872506871817,0.13181064985226837,-0.15335135161876678,-0.1736600548028946,Transformer
46,46,-0.030316592464223503,0.13125400151591746,-0.23207199573516846,-0.05566483363509178,Transformer
47,47,-0.036563528189435604,0.12940713148098437,-0.6246935725212097,-0.18468700349330902,Transformer
48,48,-0.04069612533785403,0.1260254559991881,-0.41325971484184265,-0.33816754817962646,Transformer
49,49,-0.04705293209291995,0.1270313816843554,-0.6356806755065918,0.10059256851673126,Transformer
50,50,-0.05558816523291171,0.12411436791997399,-0.853523313999176,-0.29170137643814087,Transformer
51,51,-0.06311659009195865,0.11563547607045617,-0.7528424859046936,-0.8478891849517822,Transformer
52,52,-0.07125891179777682,0.10779505844693626,-0.8142321705818176,-0.7840417623519897,Transformer
53,53,-0.08175569863058628,0.09896890338044609,-1.0496786832809448,-0.8826155066490173,Transformer
54,54,-0.09051978380419315,0.09365971322637047,-0.8764085173606873,-0.5309190154075623,Transformer
55,55,-0.10199112565256656,0.08665749366860832,-1.1471341848373413,-0.7002219557762146,Transformer
56,56,-0.11137253613211215,0.08028210218530143,-0.9381410479545593,-0.6375391483306885,Transformer
57,57,-0.12432654113508762,0.07308108623605217,-1.2954005002975464,-0.7201015949249268,Transformer
58,58,-0.1334084585402161,0.06635613258462394,-0.9081917405128479,-0.6724953651428223,Transformer
59,59,-0.15105378300882877,0.05319528754334892,-1.764532446861267,-1.3160845041275024,Transformer
60,60,-0.1673227003309876,0.04044923360925163,-1.6268917322158813,-1.274605393409729,Transformer
61,61,-0.18546625525690616,0.030911362725309977,-1.814355492591858,-0.953787088394165,Transformer
62,62,-0.20601565749384465,0.015369850951246865,-2.0549402236938477,-1.554151177406311,Transformer
63,63,-0.22946259886957707,-4.695240873848691e-05,-2.344694137573242,-1.5416803359985352,Transformer
64,64,-0.25688621194101874,-0.014065114897675864,-2.742361307144165,-1.4018162488937378,Transformer
65,65,-0.2855319848749787,-0.02518802587408578,-2.864577293395996,-1.1122910976409912,Transformer
66,66,-0.3197442594263703,-0.04350362126249825,-3.42122745513916,-1.8315595388412476,Transformer
67,67,-0.3565319100115449,-0.054146736306138386,-3.678765058517456,-1.0643115043640137,Transformer
68,68,-0.38842968375422066,-0.06846093241591011,-3.189777374267578,-1.4314196109771729,Transformer
69,69,-0.43286117942072455,-0.08575173560995614,-4.443149566650391,-1.729080319404602,Transformer
70,70,-0.4788673439715058,-0.09728085700888192,-4.600616455078125,-1.1529121398925781,Transformer
71,71,-0.5264765539858491,-0.11156450693029915,-4.760921001434326,-1.4283649921417236,Transformer
72,72,-0.5799789038393648,-0.1268752438249067,-5.3502349853515625,-1.5310736894607544,Transformer
73,73,-0.6505421915743501,-0.14797337595839058,-7.056328773498535,-2.1098132133483887,Transformer
74,74,-0.7242201271746309,-0.16409156982321296,-7.367793560028076,-1.6118193864822388,Transformer
75,75,-0.7926766243670137,-0.17400852922815835,-6.845649719238281,-0.9916959404945374,Transformer
76,76,-0.8947533360216768,-0.190618697446771,-10.207671165466309,-1.661016821861267,Transformer
77,77,-0.9876198139879855,-0.20243588570971047,-9.28664779663086,-1.1817188262939453,Transformer
78,78,-1.0871044674608858,-0.21748299483675515,-9.948465347290039,-1.5047109127044678,Transformer
79,79,-1.1786216870043429,-0.22382840041536844,-9.151721954345703,-0.6345405578613281,Transformer
80,80,-1.2865525570604952,-0.24184534911531963,-10.793087005615234,-1.8016948699951172,Transformer
81,81,-1.4026227322313936,-0.24756806377787152,-11.607017517089844,-0.572271466255188,Transformer
82,82,-1.5261720028612764,-0.25606981579680005,-12.354927062988281,-0.8501752018928528,Transformer
83,83,-1.655775827476755,-0.2576449215831236,-12.960382461547852,-0.15751057863235474,Transformer
84,84,-1.7786996403429658,-0.2644110620440916,-12.292381286621094,-0.6766140460968018,Transformer
85,85,-1.9066989937517793,-0.2646574358688668,-12.799935340881348,-0.024637382477521896,Transformer
86,86,-2.043553632805124,-0.2660247129248456,-13.685463905334473,-0.1367277055978775,Transformer
87,87,-2.1809766236040744,-0.26335491359699525,-13.74229907989502,0.2669799327850342,Transformer
88,88,-2.318090738365427,-0.24823567927349366,-13.711411476135254,1.5119234323501587,Transformer
89,89,-2.448803190300241,-0.23848826349247254,-13.071245193481445,0.9747415781021118,Transformer
90,90,-2.592362283775583,-0.23901635762769735,-14.35590934753418,-0.05280941352248192,Transformer
91,91,-2.7378220310900363,-0.22744945522863425,-14.545974731445312,1.156690239906311,Transformer
92,92,-2.8882957401964817,-0.20031341549474752,-15.047370910644531,2.713603973388672,Transformer
93,93,-3.0339537277910864,-0.19396118101198231,-14.56579875946045,0.6352234482765198,Transformer
94,94,-3.1846312180254612,-0.17696179088670766,-15.0677490234375,1.6999390125274658,Transformer
95,95,-3.332627414772287,-0.1615256386669353,-14.799619674682617,1.5436152219772339,Transformer
96,96,-3.4827669373247776,-0.1453835183056072,-15.013952255249023,1.6142120361328125,Transformer
97,97,-3.634807151863352,-0.12943103965837513,-15.204021453857422,1.5952478647232056,Transformer
98,98,-3.7833176174853005,-0.10519542392808948,-14.851046562194824,2.4235615730285645,Transformer
99,99,-3.9320562782976785,-0.08214061197359118,-14.873866081237793,2.305481195449829,Transformer
100,100,-4.068077110359446,-0.056869944897480346,-13.602083206176758,2.527066707611084,Transformer
0,0,0.0,0.0,0.0,0.0,Hopfield Only
1,1,0.007219487428665162,0.001896422803401947,0.7219487428665161,0.1896422803401947,Hopfield Only
2,2,0.014273709654808045,0.0025697921961545943,0.7054222226142883,0.06733693927526474,Hopfield Only
3,3,0.023351431488990784,0.0030574841797351834,0.9077721834182739,0.04876919835805893,Hopfield Only
4,4,0.028426879048347474,0.007668765038251877,0.507544755935669,0.4611280858516693,Hopfield Only
5,5,0.033585647344589235,0.013531163781881333,0.515876829624176,0.5862398743629456,Hopfield Only
6,6,0.04242879867553711,0.015006114393472672,0.8843151330947876,0.1474950611591339,Hopfield Only
7,7,0.04842214703559875,0.015889705196022987,0.5993348360061646,0.08835908025503159,Hopfield Only
8,8,0.05310673683881759,0.017435385659337044,0.46845898032188416,0.15456804633140564,Hopfield Only
9,9,0.05956726402044296,0.01920886553823948,0.6460527181625366,0.17734798789024353,Hopfield Only
10,10,0.06392056763172149,0.022907548621296882,0.4353303611278534,0.36986830830574036,Hopfield Only
11,11,0.06626702576875686,0.023427360355854035,0.234645813703537,0.05198117345571518,Hopfield Only
12,12,0.07149052292108535,0.024734047651290895,0.5223497152328491,0.1306687295436859,Hopfield Only
13,13,0.07386322855949401,0.026604571640491487,0.2372705638408661,0.1870523989200592,Hopfield Only
14,14,0.07617759183049201,0.03331531196832657,0.2314363270998001,0.6710740327835083,Hopfield Only
15,15,0.07957472547888755,0.0420517972111702,0.33971336483955383,0.8736485242843628,Hopfield Only
16,16,0.08476145491003989,0.051653889715671544,0.5186729431152344,0.9602092504501343,Hopfield Only
17,17,0.08919442132115363,0.060414978563785554,0.4432966411113739,0.8761088848114014,Hopfield Only
18,18,0.09122584640979765,0.06876943081617355,0.20314250886440277,0.8354452252388,Hopfield Only
19,19,0.09573016971349715,0.07424895197153092,0.45043233036994934,0.5479521155357361,Hopfield Only
20,20,0.10301136523485183,0.08266721278429032,0.7281195521354675,0.8418260812759399,Hopfield Only
21,21,0.10953172475099562,0.08520997166633607,0.6520359516143799,0.2542758882045746,Hopfield Only
22,22,0.11560336738824843,0.09192188322544098,0.6071642637252808,0.6711911559104919,Hopfield Only
23,23,0.12374721020460128,0.10499541103839874,0.8143842816352844,1.3073527812957764,Hopfield Only
24,24,0.12528938606381415,0.11974974572658538,0.15421758592128754,1.4754334688186646,Hopfield Only
25,25,0.12833243891596793,0.1334366852045059,0.3043052852153778,1.3686939477920532,Hopfield Only
26,26,0.13264289155602454,0.1425566816329956,0.431045264005661,0.9119996428489685,Hopfield Only
27,27,0.1381778074800968,0.14844221889972686,0.5534915924072266,0.5885537266731262,Hopfield Only
28,28,0.1434546811878681,0.16315537869930266,0.5276873707771301,1.4713159799575806,Hopfield Only
29,29,0.14694704100489617,0.16754560768604276,0.34923598170280457,0.43902289867401123,Hopfield Only
30,30,0.14819693744182588,0.17405487060546873,0.12498964369297028,0.6509262919425964,Hopfield Only
31,31,0.15073151707649232,0.18436178565025327,0.2534579634666443,1.0306915044784546,Hopfield Only
32,32,0.15029992405325177,0.18935327887535092,-0.043159302324056625,0.4991493225097656,Hopfield Only
33,33,0.1497148471325636,0.18775841325521467,-0.05850769206881523,-0.1594865620136261,Hopfield Only
34,34,0.1504104080051184,0.19162369072437285,0.0695560872554779,0.38652774691581726,Hopfield Only
35,35,0.1494745542854071,0.18261061429977415,-0.09358537197113037,-0.9013076424598694,Hopfield Only
36,36,0.148883062414825,0.1835273968428373,-0.05914918705821037,0.09167825430631638,Hopfield Only
37,37,0.14480557423084978,0.18147423617541789,-0.407748818397522,-0.20531606674194336,Hopfield Only
38,38,0.1398141605779529,0.17679165445268152,-0.4991413652896881,-0.46825817227363586,Hopfield Only
39,39,0.1345309348031879,0.17220269612967967,-0.5283225774765015,-0.45889583230018616,Hopfield Only
40,40,0.1266130549833179,0.15543457798659802,-0.7917879819869995,-1.6768118143081665,Hopfield Only
41,41,0.1205507136508823,0.14511310152709483,-0.6062341332435608,-1.0321476459503174,Hopfield Only
42,42,0.11590190451592212,0.13572955839335918,-0.46488091349601746,-0.9383543133735657,Hopfield Only
43,43,0.11047006290405995,0.12261760108172892,-0.5431841611862183,-1.311195731163025,Hopfield Only
44,44,0.10341987174004322,0.10910355202853678,-0.7050191164016724,-1.3514049053192139,Hopfield Only
45,45,0.09817510884255176,0.09991584710776803,-0.5244762897491455,-0.9187704920768738,Hopfield Only
46,46,0.09341104041785007,0.08993719331920144,-0.47640684247016907,-0.9978653788566589,Hopfield Only
47,47,0.0884278796240688,0.07528789989650246,-0.49831607937812805,-1.4649293422698975,Hopfield Only
48,48,0.0807937459275127,0.06075390808284279,-0.7634133696556091,-1.4533991813659668,Hopfield Only
49,49,0.07248545091599232,0.04513476960361,-0.8308295011520386,-1.5619138479232788,Hopfield Only
50,50,0.06228638689965015,0.029441595003008803,-1.0199064016342163,-1.5693174600601196,Hopfield Only
51,51,0.050162387304008065,0.012311392948031383,-1.212399959564209,-1.7130202054977417,Hopfield Only
52,52,0.03804907243698841,-0.011012252643704458,-1.2113314867019653,-2.332364559173584,Hopfield Only
53,53,0.02569741170853382,-0.036994546726346056,-1.235166072845459,-2.59822940826416,Hopfield Only
54,54,0.009470675401389652,-0.07104228861629967,-1.6226736307144165,-3.4047741889953613,Hopfield Only
55,55,-0.005449076481163448,-0.0910216630250216,-1.49197518825531,-1.9979374408721924,Hopfield Only
56,56,-0.019641093797981686,-0.12161794312298302,-1.4192017316818237,-3.0596280097961426,Hopfield Only
57,57,-0.031495124883949704,-0.14666578419506554,-1.1854031085968018,-2.504784107208252,Hopfield Only
58,58,-0.05027635056525463,-0.1683917582780123,-1.8781225681304932,-2.1725974082946777,Hopfield Only
59,59,-0.06517964202910656,-0.1963188732415438,-1.4903291463851929,-2.7927114963531494,Hopfield Only
60,60,-0.08066073972731823,-0.2224605501443148,-1.548109769821167,-2.6141676902770996,Hopfield Only
61,61,-0.09686880309134716,-0.24969656355679037,-1.620806336402893,-2.7236013412475586,Hopfield Only
62,62,-0.11256131131201977,-0.2819896043092013,-1.5692508220672607,-3.229304075241089,Hopfield Only
63,63,-0.13681725937873118,-0.3257497990876437,-2.4255948066711426,-4.376019477844238,Hopfield Only
64,64,-0.15774577576667065,-0.36998432762920863,-2.0928516387939453,-4.423452854156494,Hopfield Only
65,65,-0.18015920359641308,-0.4138149035722018,-2.241342782974243,-4.383057594299316,Hopfield Only
66,66,-0.20733756978064768,-0.45944264538586144,-2.717836618423462,-4.562774181365967,Hopfield Only
67,67,-0.23439640242606394,-0.5081853068619967,-2.705883264541626,-4.874266147613525,Hopfield Only
68,68,-0.2645177312567829,-0.5550021136552096,-3.0121328830718994,-4.681680679321289,Hopfield Only
69,69,-0.3010589786246418,-0.6093595088273287,-3.6541247367858887,-5.435739517211914,Hopfield Only
70,70,-0.3412199731543659,-0.6634649480134249,-4.016099452972412,-5.410543918609619,Hopfield Only
71,71,-0.3812550683692097,-0.7300076115876437,-4.003509521484375,-6.654266357421875,Hopfield Only
72,72,-0.4305050273612141,-0.7839773190766574,-4.9249958992004395,-5.396970748901367,Hopfield Only
73,73,-0.4833040185645222,-0.8542834866791964,-5.2798991203308105,-7.030616760253906,Hopfield Only
74,74,-0.5289507957175373,-0.9227490008622409,-4.564677715301514,-6.846551418304443,Hopfield Only
75,75,-0.578310226984322,-0.9767928040772678,-4.935943126678467,-5.4043803215026855,Hopfield Only
76,76,-0.6240967078879475,-1.0370320904999972,-4.578648090362549,-6.023928642272949,Hopfield Only
77,77,-0.6710313363745808,-1.0882151282578707,-4.69346284866333,-5.1183037757873535,Hopfield Only
78,78,-0.720843882150948,-1.1475658953934909,-4.981254577636719,-5.935076713562012,Hopfield Only
79,79,-0.7674453445151448,-1.215078455284238,-4.660146236419678,-6.751255989074707,Hopfield Only
80,80,-0.8121120830252766,-1.2812105334550143,-4.466673851013184,-6.613207817077637,Hopfield Only
81,81,-0.8664734883978962,-1.3483453620225192,-5.436140537261963,-6.713482856750488,Hopfield Only
82,82,-0.9239944740012287,-1.43081808693707,-5.752098560333252,-8.247272491455078,Hopfield Only
83,83,-0.9857552762702106,-1.5046346963196993,-6.176080226898193,-7.3816609382629395,Hopfield Only
84,84,-1.0451651998236775,-1.582960692718625,-5.94099235534668,-7.832599639892578,Hopfield Only
85,85,-1.1046965499594807,-1.6431655705720185,-5.953135013580322,-6.0204877853393555,Hopfield Only
86,86,-1.1595861097052693,-1.6946479905396699,-5.488955974578857,-5.148241996765137,Hopfield Only
87,87,-1.2158608003333211,-1.767199784591794,-5.627469062805176,-7.255179405212402,Hopfield Only
88,88,-1.271602749414742,-1.8343362057954071,-5.57419490814209,-6.713642120361328,Hopfield Only
89,89,-1.321435751505196,-1.8993529523164032,-4.98330020904541,-6.501674652099609,Hopfield Only
90,90,-1.3808851953223347,-1.9691460335999726,-5.944944381713867,-6.979308128356934,Hopfield Only
91,91,-1.4373640390112996,-2.007366470173001,-5.647884368896484,-3.8220436573028564,Hopfield Only
92,92,-1.4889546485617757,-2.055445703342557,-5.159060955047607,-4.807923316955566,Hopfield Only
93,93,-1.551658196039498,-2.103852604702115,-6.270354747772217,-4.8406901359558105,Hopfield Only
94,94,-1.6058987518027426,-2.1484639442712066,-5.424055576324463,-4.46113395690918,Hopfield Only
95,95,-1.6649992223456502,-2.2010571993142363,-5.9100470542907715,-5.2593255043029785,Hopfield Only
96,96,-1.7295874067023398,-2.248589891269803,-6.458818435668945,-4.753269195556641,Hopfield Only
97,97,-1.7946135802939536,-2.2984583891183137,-6.502617359161377,-4.986849784851074,Hopfield Only
98,98,-1.866448111124337,-2.3469789207726715,-7.18345308303833,-4.852053165435791,Hopfield Only
99,99,-1.940200118608773,-2.4070297897607085,-7.3752007484436035,-6.005086898803711,Hopfield Only
100,100,-2.0086804147437216,-2.4594395387917753,-6.848029613494873,-5.2409749031066895,Hopfield Only
0,0,0.0,0.0,0.0,0.0,Transformer + Hopfield Only
1,1,0.002646704912185669,-0.0024537067115306854,0.2646704912185669,-0.24537067115306854,Transformer + Hopfield Only
2,2,0.006274096369743347,-0.001643921211361885,0.3627391457557678,0.08097855001688004,Transformer + Hopfield Only
3,3,0.009187522530555724,-0.0015587409026920796,0.2913426160812378,0.008518030866980553,Transformer + Hopfield Only
4,4,0.01215308666229248,-0.0026525425352156165,0.29655641317367554,-0.10938016325235367,Transformer + Hopfield Only
5,5,0.017435487508773804,-0.0009014902450144293,0.5282400846481323,0.1751052290201187,Transformer + Hopfield Only
6,6,0.018079945594072343,-0.0003040623851120474,0.06444580852985382,0.05974278599023819,Transformer + Hopfield Only
7,7,0.019909283667802813,0.000947830807417631,0.18293380737304688,0.12518931925296783,Transformer + Hopfield Only
8,8,0.02065177641808987,0.003147959094494581,0.0742492750287056,0.220012828707695,Transformer + Hopfield Only
9,9,0.023609090670943262,0.007977352123707534,0.29573142528533936,0.48293930292129517,Transformer + Hopfield Only
10,10,0.02668256960809231,0.011217393558472396,0.3073478937149048,0.3240041434764862,Transformer + Hopfield Only
11,11,0.02684506393969059,0.014347258787602186,0.016249433159828186,0.3129865229129791,Transformer + Hopfield Only
12,12,0.0272355642169714,0.01770436791703105,0.03905002772808075,0.33571091294288635,Transformer + Hopfield Only
13,13,0.030058807954192163,0.018761948253959417,0.2823243737220764,0.10575803369283676,Transformer + Hopfield Only
14,14,0.02753298304975033,0.01729741608723998,-0.25258249044418335,-0.14645321667194366,Transformer + Hopfield Only
15,15,0.027851558402180673,0.018074895720928904,0.03185753524303436,0.07774796336889267,Transformer + Hopfield Only
16,16,0.027441255673766138,0.02020887507125735,-0.04103027284145355,0.21339793503284454,Transformer + Hopfield Only
17,17,0.02896279074251652,0.02464029354974627,0.15215350687503815,0.4431418478488922,Transformer + Hopfield Only
18,18,0.030755646452307703,0.02860158754512667,0.17928557097911835,0.39612939953804016,Transformer + Hopfield Only
19,19,0.035156514868140226,0.0370325262658298,0.44008684158325195,0.8430938720703125,Transformer + Hopfield Only
20,20,0.03823438607156277,0.03981652362272143,0.30778712034225464,0.2783997356891632,Transformer + Hopfield Only
21,21,0.043884637579321865,0.04422998381778597,0.5650251507759094,0.44134601950645447,Transformer + Hopfield Only
22,22,0.04549817986786366,0.049505620133131735,0.16135422885417938,0.5275636315345764,Transformer + Hopfield Only
23,23,0.04792509801685811,0.05007427176460623,0.24269181489944458,0.05686516314744949,Transformer + Hopfield Only
24,24,0.04963765062391759,0.05437931915745138,0.17125526070594788,0.4305047392845154,Transformer + Hopfield Only
25,25,0.04869651906192304,0.05819182148203253,-0.09411315619945526,0.3812502324581146,Transformer + Hopfield Only
26,26,0.04788372196257115,0.06141326269134878,-0.0812797099351883,0.32214412093162537,Transformer + Hopfield Only
27,27,0.04852442733943463,0.06401020755991338,0.06407053768634796,0.25969448685646057,Transformer + Hopfield Only
28,28,0.0473231602460146,0.06632257198914884,-0.12012670934200287,0.23123644292354584,Transformer + Hopfield Only
29,29,0.047211614474654204,0.06819538047537206,-0.011154577136039734,0.18728084862232208,Transformer + Hopfield Only
30,30,0.04232024274766446,0.07082813253626226,-0.4891371726989746,0.2632752060890198,Transformer + Hopfield Only
31,31,0.03951555453240872,0.07378586372360586,-0.28046882152557373,0.29577311873435974,Transformer + Hopfield Only
32,32,0.036461161598563205,0.07688862582668661,-0.305439293384552,0.31027621030807495,Transformer + Hopfield Only
33,33,0.03063845954835416,0.08050111403688788,-0.5822702050209045,0.36124882102012634,Transformer + Hopfield Only
34,34,0.02505386494100095,0.08411239406093955,-0.558459460735321,0.3611280024051666,Transformer + Hopfield Only
35,35,0.021155605539679538,0.08794632008299232,-0.3898259401321411,0.3833926022052765,Transformer + Hopfield Only
36,36,0.013314374312758457,0.09043004428967834,-0.7841231226921082,0.248372420668602,Transformer + Hopfield Only
37,37,0.00570301078259946,0.09497374271973968,-0.7611363530158997,0.45436984300613403,Transformer + Hopfield Only
38,38,-0.003281257525086393,0.09578853724524379,-0.8984268307685852,0.08147945255041122,Transformer + Hopfield Only
39,39,-0.008231560364365568,0.09702079026028514,-0.4950302839279175,0.12322530150413513,Transformer + Hopfield Only
40,40,-0.014538597837090482,0.0950770808570087,-0.6307037472724915,-0.19437094032764435,Transformer + Hopfield Only
41,41,-0.018803083673119534,0.09400824202224613,-0.4264485836029053,-0.10688388347625732,Transformer + Hopfield Only
42,42,-0.026412579789757716,0.09323602912947536,-0.7609496116638184,-0.07722128927707672,Transformer + Hopfield Only
43,43,-0.03343267954885958,0.09034734426066279,-0.7020099759101868,-0.2888684868812561,Transformer + Hopfield Only
44,44,-0.04148145653307436,0.08899355230852961,-0.8048776984214783,-0.13537919521331787,Transformer + Hopfield Only
45,45,-0.04980862177908419,0.08621587244793771,-0.8327165246009827,-0.27776798605918884,Transformer + Hopfield Only
46,46,-0.05679672576487063,0.08413315190002321,-0.6988103985786438,-0.2082720547914505,Transformer + Hopfield Only
47,47,-0.06476563490927219,0.07743758572265505,-0.796890914440155,-0.6695566177368164,Transformer + Hopfield Only
48,48,-0.0749593237787485,0.07419479353353381,-1.0193688869476318,-0.32427921891212463,Transformer + Hopfield Only
49,49,-0.08447585619986056,0.06820466680452228,-0.951653242111206,-0.5990126729011536,Transformer + Hopfield Only
50,50,-0.0918860600143671,0.06481787962839007,-0.7410203814506531,-0.3386787176132202,Transformer + Hopfield Only
51,51,-0.10579509951174258,0.057479937504976986,-1.3909039497375488,-0.7337942123413086,Transformer + Hopfield Only
52,52,-0.11528793014585971,0.05220180911943316,-0.9492830634117126,-0.5278128385543823,Transformer + Hopfield Only
53,53,-0.1318814245611429,0.045511475037783376,-1.6593494415283203,-0.669033408164978,Transformer + Hopfield Only
54,54,-0.14718008674681185,0.03735050244256853,-1.5298662185668945,-0.8160972595214844,Transformer + Hopfield Only
55,55,-0.16243142522871493,0.028640991281718008,-1.5251338481903076,-0.8709511160850525,Transformer + Hopfield Only
56,56,-0.18261519588530062,0.019538608621805897,-2.0183770656585693,-0.9102382659912109,Transformer + Hopfield Only
57,57,-0.20222119368612765,0.009308609794825307,-1.9605997800827026,-1.022999882698059,Transformer + Hopfield Only
58,58,-0.22164976872503755,-0.006785581279546033,-1.9428575038909912,-1.6094191074371338,Transformer + Hopfield Only
59,59,-0.24575841225683687,-0.021788906026631603,-2.4108643531799316,-1.5003324747085571,Transformer + Hopfield Only
60,60,-0.2764425376802683,-0.0401644434221089,-3.0684125423431396,-1.8375537395477295,Transformer + Hopfield Only
61,61,-0.30472522534430024,-0.050233180690556774,-2.8282687664031982,-1.0068737268447876,Transformer + Hopfield Only
62,62,-0.3362697509676218,-0.06531597392633558,-3.1544525623321533,-1.5082793235778809,Transformer + Hopfield Only
63,63,-0.3708515218645334,-0.08167404668405652,-3.458177089691162,-1.6358072757720947,Transformer + Hopfield Only
64,64,-0.40603094615042207,-0.09506324069574475,-3.517942428588867,-1.3389194011688232,Transformer + Hopfield Only
65,65,-0.4414170698076486,-0.10766782062128186,-3.5386123657226562,-1.260457992553711,Transformer + Hopfield Only
66,66,-0.4799074462801218,-0.12071287648752331,-3.8490376472473145,-1.3045055866241455,Transformer + Hopfield Only
67,67,-0.518922655954957,-0.13565724031999707,-3.9015209674835205,-1.4944363832473755,Transformer + Hopfield Only
68,68,-0.5559100846201182,-0.15423705594614148,-3.6987428665161133,-1.857981562614441,Transformer + Hopfield Only
69,69,-0.6005589560419321,-0.1672478677518666,-4.4648871421813965,-1.3010811805725098,Transformer + Hopfield Only
70,70,-0.6440610913187266,-0.17844687478616836,-4.350213527679443,-1.1199007034301758,Transformer + Hopfield Only
71,71,-0.6923187140375376,-0.18944281833246351,-4.8257622718811035,-1.0995943546295166,Transformer + Hopfield Only
72,72,-0.74765840806067,-0.20233445661142468,-5.533969402313232,-1.2891638278961182,Transformer + Hopfield Only
73,73,-0.7990982607752085,-0.22007703082636,-5.143985271453857,-1.7742574214935303,Transformer + Hopfield Only
74,74,-0.8510236433893442,-0.2335645033605397,-5.192538261413574,-1.3487472534179688,Transformer + Hopfield Only
75,75,-0.9113117674738169,-0.2449429156072438,-6.028812408447266,-1.1378412246704102,Transformer + Hopfield Only
76,76,-0.966649034395814,-0.2512009699828923,-5.533726692199707,-0.6258054375648499,Transformer + Hopfield Only
